Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	710.05	395.200000000001	23.0366	18.915	0.8091	7.0772	4.6606	0.7755	0.7349	72.021	0.1235	0.9943	0.468	0.5263	0.1048	10.2665	0.0306	0.174	0.0052	0.1688
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	796.55	396.5	34.9264	23.2831	0.8096	9.2314	5.1498	0.8313	0.6577	94.7096	0.138	0.8889	0.3929	0.496	0.0673	9.6899	0.0486	0.1608	-0.072	0.2328
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	291.35	396.1	37.4035	24.8128	0.7634	8.7833	5.9571	0.7704	0.5625	86.623	0.1047	0.7548	0.3664	0.3885	0.0542	8.3518	0.0177	0.0975	-0.0226	0.1201
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	360.15	397.400000000001	29.7246	24.778	0.6084	9.4781	4.6957	0.8994	0.5061	63.7638	0.0666	0.6792	0.3489	0.3303	0.0645	8.1211	0.0224	0.1297	0.0054	0.1243
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	221.75	399.300000000001	46.8163	31.4325	0.5955	11.0959	5.8496	0.8682	0.5767	112.4661	0.0961	0.8248	0.3796	0.4452	0.0496	9.6793	0.0206	0.1115	-0.0011	0.1126
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	772.45	397.400000000001	21.7981	21.1387	0.613	7.662	5.2137	0.7943	0.6083	57.7873	0.1242	0.8972	0.3877	0.5095	0.0885	8.4082	0.0607	0.2027	-0.0332	0.2359
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	492.65	396.900000000001	18.0825	16.846	0.8007	6.2853	4.1547	0.7648	0.5665	43.6199	0.0994	0.7311	0.3469	0.3842	0.0716	5.5099	0.0225	0.1314	0.0211	0.1103
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	605.35	398.900000000001	29.7246	21.5982	0.8007	8.6049	4.9751	0.8016	0.8691	109.5006	0.1386	1.094	0.4878	0.6062	0.1446	18.2188	0.0669	0.3396	-0.0431	0.3827
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	631.55	399.5	22.5412	18.2595	0.8496	7.4202	3.9646	0.848	0.4794	45.5448	0.0927	0.6912	0.3009	0.3903	0.0818	7.7718	0.0343	0.1563	-0.007	0.1633
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	566.15	399.900000000001	20.5595	18.9031	0.723	7.5551	3.3445	0.8891	0.5865	51.61	0.102	0.7959	0.3821	0.4138	0.0881	7.7484	0.0349	0.172	0.0031	0.1689
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	733.75	400.200000000001	20.8072	20.1956	0.6411	8.4935	3.1655	0.9406	0.587	51.0661	0.1385	0.9011	0.3159	0.5852	0.089	7.739	0.0529	0.2537	-0.0197	0.2734
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	480.35	400.300000000001	17.8348	15.9974	0.8757	6.2266	3.6743	0.801	0.5288	38.6032	0.0917	0.8052	0.3512	0.454	0.0612	4.4659	0.025	0.1495	-0.0011	0.1506
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	672.05	399.800000000001	27.743	21.2967	0.7687	8.6647	4.7124	0.8406	0.7271	84.3449	0.0927	0.9129	0.4932	0.4197	0.1334	15.4705	0.0676	0.4158	-0.0034	0.4192
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	726.35	400.200000000001	19.0733	20.4231	0.5746	8.8348	2.8476	0.9538	0.6775	52.8441	0.1177	0.9473	0.4675	0.4798	0.1267	9.8815	0.0543	0.2513	0.0282	0.2231
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	485.65	401.5	23.2843	21.2072	0.6506	9.0945	3.5776	0.9241	0.573	56.1565	0.1224	0.8238	0.3335	0.4903	0.0858	8.4054	0.0295	0.1882	0.0117	0.1765
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	354.25	400.5	18.8256	16.2215	0.899	5.9475	4.4283	0.6479	0.5371	44.0388	0.0553	0.6891	0.441	0.2481	0.0379	3.1053	0.025	0.0846	-0.031	0.1156
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	459.05	400.400000000001	15.6054	14.4956	0.9333	4.9875	4.1353	0.4436	0.5112	32.7183	0.0751	0.6485	0.347	0.3014	0.0594	3.8037	0.0406	0.1697	-0.0131	0.1827
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	292.75	402.400000000001	19.8164	17.8304	0.7833	6.6261	3.9718	0.8014	0.5004	42.0324	0.0981	0.6547	0.2557	0.399	0.0482	4.0497	0.0254	0.0987	-0.0426	0.1412
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	304.15	403.900000000001	49.2934	30.7005	0.6572	10.7946	7.7522	0.7403	0.5441	110.9943	0.0986	0.732	0.2777	0.4543	0.0914	18.6505	0.0349	0.162	0.0012	0.1608
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	520.85	403.900000000001	41.8622	27.9496	0.6734	10.1214	6.8613	0.7137	0.4996	85.437	0.0914	0.7204	0.2975	0.4228	0.0658	11.2522	0.0284	0.1215	-0.0182	0.1397
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	464.55	405.200000000001	34.9264	27.1535	0.5953	11.4631	4.1539	0.9491	0.603	88.6379	0.1447	0.8906	0.3545	0.5361	0.0783	11.5088	0.037	0.1781	-0.0433	0.2214
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	665.45	401.800000000001	15.11	14.9347	0.8513	5.308	4.0431	0.653	0.6179	41.3963	0.1088	0.8201	0.4234	0.3967	0.1019	6.8281	0.0369	0.1747	-4e-04	0.1751
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	747.55	405.800000000001	40.8714	28.8752	0.616	11.4989	5.5645	0.9006	0.7778	132.2309	0.1515	1.1158	0.4569	0.6589	0.1158	19.6924	0.0411	0.2733	0.0014	0.2719
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	766.75	404.900000000001	24.7705	20.8148	0.7185	8.004	4.3203	0.8821	0.6471	66.0056	0.0985	0.8336	0.4334	0.4002	0.1124	11.4656	0.0412	0.2004	-0.0069	0.2073
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	597.75	404.800000000001	34.9264	24.807	0.7132	9.9798	4.9436	0.8869	0.6883	99.1221	0.099	0.8883	0.4694	0.4188	0.0964	13.8885	0.0329	0.1805	0.0177	0.1628
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	627.25	404.700000000001	16.3485	17.1511	0.6984	6.9906	3.4148	0.8894	0.4807	34.6105	0.1026	0.655	0.2852	0.3698	0.0976	7.0239	0.0503	0.1993	-0.0039	0.2032
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	350.75	406	27.2476	20.6016	0.8067	7.6579	5.1399	0.69	0.5578	63.5898	0.1	0.7488	0.3774	0.3714	0.0564	6.4308	0.021	0.1141	0.0078	0.1062
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	447.85	408.700000000001	29.9723	24.7758	0.6136	9.1718	5.156	0.849	0.5248	66.1295	0.1465	0.8194	0.1668	0.6525	0.0662	8.3385	0.0433	0.2723	-0.0289	0.3012
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	795.65	409.1	45.3301	29.9176	0.6364	11.7089	5.5614	0.8974	0.652	122.57	0.1517	0.9377	0.2853	0.6524	0.0949	17.8359	0.0399	0.213	0.0094	0.2036
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	211.95	407.300000000001	36.6604	24.9493	0.7401	9.2818	6.1787	0.7413	0.5998	92.3711	0.099	0.8102	0.3861	0.4241	0.0484	7.4601	0.0196	0.0986	-0.0251	0.1237
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	472.15	408.1	33.4402	22.9654	0.7968	7.8548	6.5938	0.5562	0.577	80.1974	0.1059	0.8256	0.3618	0.4638	0.0727	10.1039	0.0316	0.1817	0.0151	0.1667
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	558.15	410.400000000001	61.4309	34.9516	0.6319	14.3642	6.1193	0.9126	0.8447	210.3267	0.1502	1.1255	0.4602	0.6654	0.108	26.9035	0.0328	0.2018	0.0352	0.1665
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	728.95	407.400000000001	15.6054	16.1573	0.7512	6.3798	3.228	0.8794	0.5924	39.0951	0.1166	0.8356	0.3407	0.495	0.0924	6.096	0.0663	0.2117	-0.0415	0.2532
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	585.85	409.6	41.1191	27.3982	0.6884	11.1491	5.0052	0.9163	0.4774	80.6783	0.1207	0.8115	0.2781	0.5334	0.0613	10.3676	0.0352	0.1751	-0.0305	0.2056
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	712.65	410.200000000001	41.3668	26.5859	0.7355	9.533	6.7486	0.7631	0.6556	112.1063	0.0964	0.8951	0.4009	0.4942	0.1109	18.9607	0.0469	0.3025	-0.0219	0.3244
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	756.35	408.300000000001	18.5779	19.7447	0.5988	7.5113	4.0537	0.8784	0.6331	50.0144	0.1037	0.8859	0.4289	0.457	0.1217	9.6126	0.0349	0.2186	0.039	0.1796
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	412.15	409.1	23.7797	18.0779	0.9144	6.1633	5.1609	0.5493	0.5097	50.4644	0.0863	0.6594	0.3349	0.3245	0.0549	5.4324	0.0225	0.1039	-0.0078	0.1117
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	431.45	409.6	50.5319	29.8317	0.7135	11.5698	6.5694	0.8246	0.8074	171.9795	0.1835	1.291	0.3946	0.8964	0.1091	23.2333	0.0511	0.2819	0.0137	0.2682
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	762.75	410.200000000001	15.6054	15.7088	0.7947	6.3233	3.2029	0.8595	0.6253	42.5227	0.0913	0.8337	0.4175	0.4162	0.0861	5.8575	0.0308	0.1584	0.0125	0.1459
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	595.75	412.6	30.9632	25.5943	0.594	8.8078	5.7515	0.8061	0.6185	79.7853	0.0984	0.912	0.4053	0.5068	0.0793	10.2279	0.0346	0.175	-0.0019	0.1769
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	294.65	412.300000000001	50.2842	31.762	0.6264	11.8318	6.3935	0.8839	0.5575	113.7216	0.0937	0.7589	0.3576	0.4012	0.0502	10.2446	0.0275	0.1414	-0.0176	0.159
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	391.15	414.800000000001	45.5778	31.621	0.5728	12.971	6.0295	0.9013	0.7392	137.489	0.1794	1.1808	0.3639	0.8169	0.0808	15.0309	0.0479	0.1905	-0.0147	0.2052
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	419.55	413.700000000001	67.6235	35.579	0.6713	11.2985	9.3909	0.4312	0.7977	219.3645	0.1897	1.2617	0.3987	0.863	0.0843	23.1859	0.0401	0.2148	-0.0281	0.2429
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	400.05	413.800000000001	45.5778	27.7719	0.7426	10.163	6.6045	0.8045	0.8497	158.0529	0.1841	1.1907	0.4078	0.7829	0.0953	17.7304	0.0447	0.2251	-0.0411	0.2662
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	500.05	412.6	27.2476	20.8583	0.787	7.4142	5.2895	0.7032	0.4409	50.2607	0.0924	0.6338	0.237	0.3968	0.0657	7.4858	0.0302	0.1459	0.0052	0.1406
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	631.35	413.300000000001	21.0549	18.7357	0.7537	7.7349	3.4154	0.9006	0.5003	44.5273	0.1141	0.7232	0.2716	0.4515	0.0791	7.0398	0.039	0.1661	-0.006	0.172
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	779.95	416.400000000001	50.0365	31.7935	0.622	11.9846	6.8286	0.8663	0.7461	151.453	0.2272	1.2848	0.3392	0.9457	0.1148	23.3128	0.0651	0.3033	-0.0575	0.3608
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	813.55	415.800000000001	47.3117	33.721	0.5228	11.6514	7.9186	0.7576	0.5807	111.4865	0.1275	0.9164	0.2842	0.6322	0.0929	17.8443	0.057	0.2364	-0.0645	0.3009
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	686.75	416	60.6878	30.9706	0.7951	10.4986	8.6822	0.3797	0.8455	210.5351	0.1786	1.2498	0.4255	0.8243	0.1189	29.5983	0.056	0.3301	-0.0026	0.3327
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	706.55	415.200000000001	24.5228	21.11	0.6915	8.3419	3.9338	0.9114	0.6818	68.1825	0.0963	0.9068	0.468	0.4387	0.0952	9.5225	0.0553	0.1979	-0.0153	0.2133
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	551.35	414.300000000001	18.8256	16.1052	0.9121	5.8951	4.4297	0.6506	0.7302	59.1465	0.13	0.9673	0.4748	0.4925	0.0802	6.493	0.0368	0.1676	0.0107	0.1569
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	758.35	415.200000000001	25.2659	25.8819	0.474	11.5546	3.6105	0.9599	0.5779	60.6788	0.1209	0.8552	0.3125	0.5427	0.1071	11.2506	0.0496	0.2682	-0.0013	0.2696
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	211.55	415.900000000001	29.9723	22.4973	0.7442	8.1773	5.3846	0.7673	0.5381	68.8771	0.08	0.697	0.3878	0.3092	0.0348	4.4581	0.0227	0.0895	-0.0371	0.1265
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	450.45	415	28.2384	20.2734	0.8634	7.1805	5.0582	0.7348	0.4808	55.7784	0.0723	0.6392	0.3318	0.3074	0.069	8.0058	0.0357	0.1961	1e-04	0.196
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	741.95	414.700000000001	23.7797	18.8606	0.84	6.9827	4.7381	0.7731	0.7236	71.632	0.1036	0.939	0.4543	0.4848	0.0822	8.1401	0.031	0.1613	0.005	0.1563
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	305.25	414.800000000001	30.4678	24.2126	0.6531	9.2834	4.0557	0.9145	0.5768	72.6787	0.1026	0.8453	0.2974	0.5479	0.0563	7.0914	0.0259	0.1144	-0.0248	0.1391
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	438.55	414.6	37.8989	27.7848	0.6169	11.0709	4.4514	0.9349	0.5343	83.8881	0.0982	0.8192	0.367	0.4522	0.086	13.503	0.0275	0.17	0.0158	0.1543
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	678.75	415.800000000001	16.1008	16.1087	0.7797	5.7861	3.8478	0.8156	0.7829	53.2392	0.0786	0.92	0.5603	0.3596	0.0981	6.668	0.034	0.1667	0.0292	0.1374
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	235.75	417.200000000001	31.2109	20.7784	0.9084	7.2102	6.064	0.4449	0.5288	68.7393	0.0754	0.68	0.3644	0.3156	0.0673	8.7544	0.0438	0.2028	-0.0638	0.2666
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	341.65	420.700000000001	38.3943	30.1604	0.5304	12.4524	4.5554	0.9472	0.5513	86.0023	0.0752	0.7596	0.3679	0.3917	0.0591	9.2191	0.0242	0.1235	-0.0076	0.1311
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	529.65	417.6	36.9081	23.7838	0.8199	8.8976	5.1845	0.8196	0.7918	121.9444	0.1173	1.1036	0.4785	0.6251	0.0961	14.7995	0.0438	0.2526	-0.0014	0.254
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	457.75	423	63.6603	36.9973	0.5844	14.1815	7.6756	0.8686	0.6675	175.5491	0.1379	0.9859	0.3297	0.6562	0.0709	18.6393	0.0323	0.2657	-0.0293	0.295
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	620.85	419	48.3025	30.4578	0.6543	9.4538	8.5432	0.5102	0.6688	131.7534	0.1568	1.0102	0.3949	0.6153	0.0941	18.534	0.0419	0.2478	0.0028	0.245
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	638.65	420.700000000001	54.2475	31.2241	0.6992	12.0749	6.5189	0.8693	0.5571	122.556	0.1525	0.9288	0.3011	0.6277	0.0735	16.1717	0.0335	0.2171	0.0109	0.2062
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	427.25	418.300000000001	22.0458	19.753	0.71	8.1422	3.4698	0.9135	0.5419	49.3151	0.0666	0.7016	0.4009	0.3008	0.0643	5.8545	0.021	0.1286	0.0091	0.1196
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	400.35	423.6	103.0454	51.7649	0.4832	19.2683	9.8736	0.8441	0.7398	315.8996	0.1819	1.1783	0.3677	0.8106	0.0748	31.9599	0.0293	0.1753	-0.0558	0.2311
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	674.15	419	10.899	12.3308	0.9008	4.6753	3.115	0.7278	0.5862	27.5494	0.0866	0.7785	0.4479	0.3306	0.0784	3.686	0.0547	0.2263	-0.0362	0.2625
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	510.05	421	20.3118	19.6322	0.6622	8.4943	3.3799	0.9181	0.5445	47.9135	0.1128	0.8556	0.328	0.5276	0.1117	9.8283	0.0476	0.2335	0.0244	0.209
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	606.65	420.900000000001	24.0274	18.8115	0.8532	7.3181	4.2479	0.8293	0.4549	45.487	0.1087	0.6678	0.2319	0.4359	0.0752	7.5154	0.0293	0.1636	0.0124	0.1512
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	696.55	422.700000000001	38.1466	26.3809	0.6888	9.7787	5.3852	0.8794	0.6303	97.6965	0.0925	0.8412	0.3966	0.4446	0.0921	14.2743	0.04	0.1818	-0.0073	0.1891
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	743.25	423.200000000001	52.7612	31.5516	0.666	13.1397	6.2612	0.8625	0.8781	187.9181	0.187	1.3381	0.4767	0.8614	0.1298	27.7855	0.0687	0.2858	-0.0055	0.2913
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	282.65	424.200000000001	44.0915	26.5047	0.7887	10.5239	5.4583	0.843	0.5621	101.7338	0.0857	0.743	0.3364	0.4065	0.0584	10.574	0.0337	0.1464	-0.0265	0.1729
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	534.45	421.300000000001	12.1376	14.6338	0.7122	6.1033	3.1414	0.8633	0.655	36.681	0.0727	0.8155	0.4541	0.3613	0.1786	10.0005	0.1218	0.4555	0.0222	0.4333
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	242.35	421.5	20.8072	17.516	0.8522	6.8156	4.5093	0.7204	0.5056	45.5049	0.0846	0.6561	0.2877	0.3684	0.0753	6.7737	0.0507	0.2142	-0.0018	0.216
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	835.75	422.200000000001	26.0091	18.9571	0.9095	6.9319	5.3564	0.6303	0.67	72.3642	0.1372	1.0607	0.442	0.6187	0.0946	10.215	0.035	0.2067	0.0176	0.189
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	266.75	424.400000000001	38.642	25.3014	0.7585	9.6126	4.8612	0.8797	0.5082	78.7716	0.0877	0.7817	0.2928	0.4888	0.0379	5.8778	0.0203	0.0973	-0.0152	0.1124
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	678.75	422.1	18.3302	17.2336	0.7756	6.9411	3.6924	0.863	0.5041	39.8238	0.1062	0.7359	0.2592	0.4767	0.197	15.5604	0.1135	0.5179	0.0027	0.5151
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	707.55	422.700000000001	19.5687	19.8706	0.6228	6.8191	5.1929	0.5207	0.6088	50.5344	0.0736	0.8104	0.3543	0.4561	0.104	8.6298	0.0395	0.1893	0.014	0.1753
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	310.85	428.700000000001	117.9077	48.2567	0.6363	17.1639	11.7374	0.7032	0.6997	335.1709	0.1263	0.9944	0.3872	0.6072	0.0673	32.2453	0.0313	0.1653	-0.0295	0.1948
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	771.65	422.5	12.1376	12.7951	0.9317	4.6648	3.4705	0.6807	0.5172	27.4115	0.0811	0.6439	0.3357	0.3082	0.0842	4.465	0.0376	0.1426	0.0128	0.1297
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	827.65	424.900000000001	26.9999	25.185	0.5349	11.1873	3.0913	0.9648	0.6082	68.1162	0.1122	0.8466	0.2855	0.5611	0.0834	9.3452	0.0769	0.3246	-0.0542	0.3788
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	319.25	424.5	29.2292	20.9983	0.833	7.6885	4.9166	0.7094	0.5354	66.3897	0.1014	0.7207	0.2901	0.4306	0.056	6.9441	0.0226	0.1167	-0.0189	0.1356
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	737.45	423.700000000001	13.1284	14.7785	0.7554	5.9813	3.0542	0.8507	0.7277	42.2055	0.1001	0.937	0.5338	0.4032	0.1112	6.4502	0.0744	0.2505	-5e-04	0.251
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	250.15	426.800000000001	43.3484	24.6715	0.8949	9.0003	6.1302	0.7343	0.6373	111.5196	0.1072	0.8553	0.3766	0.4787	0.0626	10.9476	0.0221	0.1226	-0.0333	0.1559
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	347.65	428.900000000001	81.495	42.7148	0.5613	14.8662	8.1549	0.8221	0.5806	193.9052	0.1217	0.9206	0.256	0.6647	0.0614	20.5051	0.0219	0.1158	-0.0132	0.129
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	383.85	428.900000000001	52.5135	32.7115	0.6167	12.8041	6.7661	0.8847	0.5573	121.502	0.1222	0.9132	0.2902	0.6229	0.0579	12.621	0.027	0.1284	-0.0333	0.1618
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	477.85	429.6	55.7337	36.2836	0.532	13.1887	6.8216	0.898	0.5678	128.3238	0.0793	0.7701	0.3265	0.4436	0.0664	15.0048	0.0225	0.1207	-0.0271	0.1477
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	545.25	429	36.6604	28.5915	0.5636	10.5525	4.883	0.9083	0.6789	101.8406	0.1148	1.0503	0.459	0.5912	0.0804	12.0561	0.0434	0.179	-0.0088	0.1878
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	579.65	426.300000000001	20.3118	17.7994	0.8057	6.3534	4.7876	0.5604	0.5386	45.7831	0.1286	0.8257	0.2306	0.5951	0.0962	8.1785	0.05	0.3328	0.0335	0.2993
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	668.05	426.300000000001	19.8164	17.5761	0.8061	6.8364	4.038	0.8106	0.6478	53.7706	0.1106	0.8484	0.4241	0.4243	0.092	7.6366	0.0353	0.1913	0.0206	0.1707
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	528.55	427	12.633	14.484	0.7567	5.3023	3.1746	0.8404	0.6856	37.0211	0.0774	0.8082	0.5434	0.2648	0.0955	5.1596	0.037	0.1539	-0.006	0.1599
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	204.85	429	33.9356	26.8887	0.5898	10.4013	4.4543	0.9227	0.6491	92.8181	0.1393	0.9735	0.31	0.6636	0.0391	5.5981	0.0308	0.1599	-0.0296	0.1896
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	768.25	428.5	22.0458	20.3182	0.6711	8.4321	3.1937	0.9392	0.6517	59.9558	0.1222	0.9363	0.4532	0.4832	0.0944	8.6856	0.0705	0.2291	-0.0646	0.2937
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	522.35	427.900000000001	17.0917	15.8679	0.853	6.0004	3.4446	0.791	0.7286	51.7309	0.1198	0.967	0.4846	0.4825	0.102	7.242	0.0486	0.217	0.0016	0.2154
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	551.95	428.400000000001	12.8807	14.8109	0.7379	5.7516	3.4224	0.8368	0.5934	35.6063	0.0671	0.7505	0.3899	0.3606	0.0725	4.3474	0.0295	0.1476	0.0088	0.1389
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	274.15	429.5	16.844	16.5699	0.7709	6.2766	3.7056	0.8075	0.4899	35.2716	0.0551	0.6443	0.3787	0.2657	0.0567	4.0795	0.0162	0.0908	0.0206	0.0702
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	450.05	429.200000000001	23.532	19.2732	0.7961	7.4526	3.9754	0.8541	0.6445	65.0949	0.0852	0.7806	0.403	0.3775	0.0786	7.9351	0.0159	0.1106	0.0214	0.0892
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	651.35	431.1	31.2109	22.5372	0.7722	8.8448	4.9474	0.8576	0.495	63.3574	0.0999	0.6794	0.2626	0.4168	0.067	8.5729	0.0307	0.1194	-0.0074	0.1268
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	704.25	430.6	26.2568	20.9774	0.7498	7.6661	5.0634	0.7368	0.648	69.9892	0.0791	0.7828	0.4511	0.3317	0.0989	10.6796	0.0584	0.252	-0.0333	0.2853
